user,sku,category,query,click_time,query_time
c77eda3747b493a3735f478418807b4970b7cf73,2749041,abcat0701002,Warhammer,2011-08-16 03:33:41.348,2011-08-16 03:32:43.159
b87ce325ca8e9019ae363dbb51225ce539649f6d,2467183,abcat0701002,gears of war,2011-09-09 20:23:00.95,2011-09-09 20:21:33.074
f3c244848d5c4549f4d292da0d85d73f44d6df8c,1251132,abcat0701002,deus ex,2011-08-28 15:15:48.204,2011-08-28 15:15:26.696
e70454ca46c47d497de81f9ba8c48048e79e6ed5,2107458,abcat0701002,xbox 360 game console,2011-09-03 08:14:49.828,2011-09-03 08:12:06.066
ff73066bbf5c15f66ad5af94720b1f515c23b59a,2670133,abcat0701002,Mw3,2011-10-28 16:43:56.679,2011-10-28 16:43:23.085
9daf1257249ccfa61aee83f7069da7868c76a339,2945052,abcat0701002,Hardened edition,2011-10-26 15:54:34.49,2011-10-26 15:54:28.761
6ad772ec254f6c76e06f694aad314807fc26d893,3046603,abcat0701002,Arkham city,2011-09-04 11:13:59.068,2011-09-04 11:13:39.488
a4863f9c2794ed65a8258c6576b154abadeb7705,2078113,abcat0701002,forza wheel,2011-10-10 08:37:15.8,2011-10-10 08:36:18.772
2078c921ab0c5450f172012eb1438282ac33aba3,2628429,abcat0701002,Child of Eden,2011-09-04 12:10:55.722,2011-09-04 12:10:27.721
cec6b506d398e3a3625b5f56d598b99acdd0ec2e,1953203,abcat0701002,nascar,2011-10-16 13:43:03.072,2011-10-16 13:41:49.874
724e24b73ef8537c83e1559776c1f243b3f82eb4,2173065,abcat0701002,Arkham city,2011-09-06 12:29:08.199,2011-09-06 12:28:27.399
9a0433abcf86d9d7d0f241796588f4542173cd51,2173065,abcat0701002,Batman,2011-09-24 00:59:10.786,2011-09-24 00:58:56.703
4021a1e7c3ef1c8e1087d08709a0e448e72b8fc9,2541184,abcat0701002,OnlineMidnightSale_Gaming,2011-09-13 18:50:40.168,2011-09-13 18:48:21.182
1084389033c108fa9b06644c9c5b5d58140fafa6,2670133,abcat0701002,Gears of war 3,2011-09-13 21:35:36.2,2011-09-13 21:34:59.01
a5e3202c359477fe30a4746ce59b4fc32d53c984,2945052,abcat0701002,Xbox 360 new releases,2011-10-01 18:27:52.922,2011-10-01 18:24:39.417
7f24a718bf1732925496a194e482f70621827bed,2173065,abcat0701002,Batman arkham city,2011-10-16 20:15:03.606,2011-10-16 20:14:47.979
41b1d0d4e9c84c3636f9da83f8bd9b3b48f26b4f,2078113,abcat0701002,Forza,2011-10-15 19:21:04.801,2011-10-15 19:20:28.124
8a1250b169e591a9bbb94a3db03b5d07b86dc22f,9854804,abcat0701002,Gears of war,2011-08-12 09:24:04.923,2011-08-12 09:23:41.397
51ff0422044c73c547cbddc812e9d6a09dbe9c33,2633103,abcat0701002,rocksmith,2011-10-29 14:27:20.233,2011-10-29 14:26:11.597
b6e255d7c18ee97b947489bf1c02a07365b8918d,1251132,abcat0701002,deus ex,2011-10-28 09:15:22.91,2011-10-28 09:14:52.599
17a750e8d169d522ad94c7e237e4ef8aa1a0a09b,1228939,abcat0701002,Rage,2011-10-04 12:12:17.598,2011-10-04 12:11:29.217
92268653c9089e34e57e65903668b6832d91eb40,2953607,abcat0701002,Forza 4,2011-10-05 21:10:16.617,2011-10-05 21:10:00.047
3edd4ee2e21ba3f8e0ab757b0cd167a86406cfaa,1199284,abcat0701002,biggest loser,2011-09-18 16:44:35.724,2011-09-18 16:44:12.537
c87a1762ae0132a7896e7afa3d4ab28ba32866ad,2078113,abcat0701002,Forza 4,2011-10-11 09:43:55.084,2011-10-11 09:43:14.371
ed1c108ebe5ce2a98b325f286907896956e576be,2897055,abcat0701002,xbox 360,2011-10-28 11:54:17.016,2011-10-28 11:53:23.72
61adb62417aa0c7f7e96105c2dacc05bb1e23853,1816073,abcat0701002,pirates,2011-09-21 23:10:19.96,2011-09-21 23:10:03.826
72809479ac0ec8d15dbb82024c765e94e4b23f1d,2375195,abcat0701002,madden 12,2011-08-29 21:21:53.22,2011-08-29 21:21:01.897
31908f4774773c0e891d1890b1269aac59ed0ffb,9854804,abcat0701002,gears of war 3,2011-10-17 22:05:39.042,2011-10-17 22:05:28.606
e35b0d89a7ecb6a769f3bfadcb10da04a85279e8,2107458,abcat0701002,battlefield 3,2011-09-26 22:33:34.972,2011-09-26 22:33:14.214
e98468fde4d3e0b0ff1ef376bdca8a856c228da5,2107458,abcat0701002,Battlefield 3,2011-10-25 13:10:01.878,2011-10-25 13:09:53.42
707a8058f585f180f6e594cc0cf20d74ca15f26a,1032361,abcat0701002,Xbox,2011-09-17 17:19:43.488,2011-09-17 17:17:54.216
623aca5a9ca058ac74c35d97fc9eb4c9b43d0e86,3071408,abcat0701002,spiderman,2011-10-25 22:38:49.407,2011-10-25 22:38:29.341
295aef00a59f8fcf01a3610b47744c79a33b1781,1997154,abcat0701002,Rock band,2011-10-16 15:15:26.153,2011-10-16 15:13:03.18
146f2c553b12537efcdd1dcc49d12a75bfe4ebea,2541184,abcat0701002,Dead island,2011-09-08 02:42:01.123,2011-09-08 02:41:49.951
aa69f8390c12f31d17cd257b5aa43e0e3676e5d2,3552327,abcat0701002,Dragon ball z,2011-10-02 10:39:15.918,2011-10-02 10:39:07.768
09c981cb9877518187b309c52a4145f5a5b15f0e,2945052,abcat0701002,modern warfare 3,2011-10-09 23:20:14.218,2011-10-09 23:19:31.528
c34e51b2b176d3239bcc2f32c780f5649f2b97a8,1515341,abcat0701002,Zumba,2011-09-01 09:16:52.634,2011-09-01 09:16:16.413
974dbfdf6fa6dcfe14a03bd3733e143e656de688,2633149,abcat0701002,Rock smith,2011-10-24 23:25:12.407,2011-10-24 23:23:17.61
5a5b5624450cd0ec9fbe5e01bc15b84b328e976a,2903172,abcat0701002,Minecraft,2011-09-18 10:25:57.377,2011-09-18 10:25:47.141
ca4b51f0bba4de927b735fb9862494df0d3467f1,1251132,abcat0701002,deus ex human revolution,2011-08-22 08:05:07.446,2011-08-22 08:04:53.291
7d8dc1b00d647b4a9f0222844c90f7be311eb45e,1930151,abcat0701002,Tiger woods pga 2012,2011-09-02 02:21:32.357,2011-09-02 02:20:19.423
a237126e68be990c4dc59337f191c9be922433f0,2078113,abcat0701002,forza 4,2011-10-11 18:34:24.865,2011-10-11 18:34:12.634
a5ee90d0e3d94f772a690bd07fddf3686afbfcd8,2897055,abcat0701002,Skullcandy RocNation Aviator,2011-10-29 07:47:31.794,2011-10-29 07:43:43.445
927906fc8f27f6ad08c94779bc1f063d3753baf4,2467129,abcat0701002,xbox 12 month membership,2011-09-14 17:19:42.063,2011-09-14 17:18:08.172
1ffa176355bcb5da442207337a8266cf56eecbbf,8564564,abcat0701002,Ace combat,2011-10-14 19:17:25.856,2011-10-14 19:17:15.841
da8e706b46b661103d0562712dcd08ee9ee98336,9166797,abcat0701002,resident evil,2011-10-06 22:41:14.132,2011-10-06 22:41:09.059
b0a81d77ebd8cd8dd1a8c958e114d9f9b5ace9e5,1180104,abcat0701002,kenect sports,2011-09-07 17:25:25.554,2011-09-07 17:25:16.222
eaa3547fab75e2bdcecc659f47de8f9707c709bb,2541184,abcat0701002,Dead island xbox,2011-09-11 15:37:04.245,2011-09-11 15:36:53.432
91496bf3d34e3f2e379f9696a54863cc09180bfe,2628429,abcat0701002,Xbox 360,2011-09-11 18:04:29.104,2011-09-11 18:03:49.58
c8869194688d4562832f13b7530d14d3b13d3b01,1011491,abcat0701002,Fifa,2011-09-21 14:00:46.384,2011-09-21 14:00:19.159
3076d290709c96423c08e3583f62f81d7b697e12,2375195,abcat0701002,Madden 12,2011-08-26 17:03:12.105,2011-08-26 17:02:50.379
19f32ae37fff80c6d7bb586e9b586bea94560e50,2759181,abcat0701002,kinect,2011-10-27 11:32:52.969,2011-10-27 11:30:35.782
42e8b9f1a75ac22c2658b01bb9a59ac5f7b40c6a,3455398,abcat0701002,xbox elite,2011-10-26 00:28:16.196,2011-10-26 00:27:50.55
be25a3b9807ffc6645cbc68f3fd36012e3841d50,1431386,abcat0701002,Borderlands,2011-10-04 05:43:25.037,2011-10-04 05:41:13.968
dc8fb1300ff0b5be99a65fdd16bb92420c603bfa,2173065,abcat0701002,Batman,2011-09-28 05:05:23.313,2011-09-28 05:04:41.923
a5375ffd6ac2e5ce15e8211ca2bc974c623c85cc,9461183,abcat0701002,final fantasy,2011-10-06 23:22:17.654,2011-10-06 23:22:08.205
7d3f9e965f98e7b1d1e56b77382f3714a5dcc391,2670133,abcat0701002,Mw3,2011-10-03 16:12:50.616,2011-10-03 16:12:26.592
f0a773012252fe030aa7718a9bc1d51403d76d1f,9854804,abcat0701002,xbox 360 games,2011-10-06 22:42:48.243,2011-10-06 22:42:40.937
a0752b2c195eca6512eac52d1e03e8651a0f0663,2671044,abcat0701002,Xmen,2011-09-09 07:35:24.728,2011-09-09 07:34:49.406
98cf5464d26f4908359ded2874e422b71bf000cb,2953607,abcat0701002,Forza Motorsport,2011-10-11 21:51:26.347,2011-10-11 21:50:47.358
236fbdabf183d36a0e2ec16d02a053fddfc8dbef,2078113,abcat0701002,forza 4,2011-10-17 13:54:53.782,2011-10-17 13:53:50.474
229b524a823cdcc37c0058610127e362f365e3d9,2078113,abcat0701002,forza 4,2011-10-11 10:18:00.094,2011-10-11 10:17:34.189
9e1adc099025e471c92a4042fbb79c07bf72c366,2467129,abcat0701002,gears of war,2011-09-26 00:44:13.123,2011-09-26 00:39:20.457
bdbc2fb97f84f0ad19df693f3aa8cb79821314cc,2977637,abcat0701002,y2k12,2011-10-06 16:53:44.012,2011-10-06 16:53:23.078
fcc6a4646acdfa3344886767ba2b3699f819193f,2953607,abcat0701002,Forza,2011-09-13 09:55:40.553,2011-09-13 09:55:11.9
171ca5c9336d271ab799ebdd24cef9c400d923ad,1182175,abcat0701002,battlefield 2,2011-10-26 00:27:06.394,2011-10-26 00:26:35.26
f62f8d947c7811d53bf9225612dd50d71817e0a1,2541184,abcat0701002,dead island,2011-09-22 12:56:09.817,2011-09-22 12:55:55.805
41300a3c933b4d6938861002654251cb9aecc6ea,2670133,abcat0701002,modern warfare 3,2011-10-13 17:31:51.321,2011-10-13 17:30:46.688
e99b250f1931a75f72e3070b5391ebc88e14c32d,9854804,abcat0701002,Gears of war 3,2011-09-23 19:43:03.102,2011-09-23 19:42:55.63
3cef0bdc14e862112ccb04f326459b244a59de5e,3021387,abcat0701002,wwe,2011-08-31 16:47:35.916,2011-08-31 16:47:04.127
ft8g477285lv98473w1r332hn44c682r3lw911p3,9331591,abcat0701002,Assassin's Creed II Platinum Hits,2011-11-21 10:25:17.621,2011-11-21 11:25:19.677
e7439256af476c124de81db05d597419183395a9,2173065,abcat0701002,Batman,2011-10-18 16:05:58.685,2011-10-18 16:05:32.985
18b6e8ad7f558b92e799a621d4c3badc2ad30a5c,3046603,abcat0701002,Batman Arkham city,2011-09-19 10:04:29.013,2011-09-19 10:03:58.87
87b39415b45baaf2206c372eda19488f49897bae,9122683,abcat0701002,prince,2011-10-26 00:54:53.925,2011-10-26 00:54:20.169
0b3ad4c2d1e9e1125c6ea8f9e41afaf107c6df8c,2802508,abcat0701002,Just dance,2011-10-12 20:20:56.731,2011-10-12 20:20:48.024
d961fa27c2232fad8281e235eb5894bb1c6fc15e,2670133,abcat0701002,Mw3,2011-10-20 15:35:06.486,2011-10-20 15:34:49.063
9bdadd0e17fd49f2edbf245844b143be57f0423e,2842639,abcat0701002,nightmares,2011-09-23 12:00:34.884,2011-09-23 12:00:23.753
75aba07ade75fbc6bdd5ea40e626a73f3ecf4701,9701377,abcat0701002,Fallout,2011-10-07 00:11:02.442,2011-10-07 00:10:51.45
55edea4dd820d4e51e0190fbd3f8048c06159814,2889044,abcat0701002,mass effect 3,2011-10-11 08:27:42.147,2011-10-11 08:26:42.057
ceec2deac0700bfd7f5d635ac58a143d27b410e7,9854804,abcat0701002,Gears of war 3,2011-09-16 07:51:00.158,2011-09-16 07:49:47.723
9353b3da31b9533fb695db33d2db85ca884f73e7,2670133,abcat0701002,Xbox 360,2011-09-25 21:20:02.743,2011-09-25 21:17:52.019
bf0304f1721af9473350cf15cf3dfd0f5ae19684,1493444,abcat0701002,Csi game,2011-10-27 21:25:38.151,2011-10-27 21:25:02.312
d86632d331d95613c470e7970d3b0b13c769aeea,3180602,abcat0701002,Bodycount,2011-08-30 16:19:16.621,2011-08-30 16:18:50.884
6119a971862b21e0b058854048ec4b110ad57b4a,1032361,abcat0701002,need for speed,2011-10-19 22:10:00.166,2011-10-19 22:09:05.313
ed7b827fc4242d0af3a1eec6af87f7617e5274db,2541184,abcat0701002,Dead island,2011-09-11 13:51:11.225,2011-09-11 13:50:58.295
43f617c5036be58502d55e83591bcd3f79234ced,2078113,abcat0701002,Forza 4,2011-10-28 22:36:59.128,2011-10-28 22:36:54.25
c7fc1570de237b457efc07500020c28e06c3c56b,2432045,abcat0701002,skate 3,2011-09-10 22:08:52.551,2011-09-10 22:07:35.571
3e223a6df0066b5dcf4febeb7fbd94aea23a2537,2078113,abcat0701002,forza,2011-10-06 23:31:40.603,2011-10-06 23:31:33.65
055f6b3a74cab00c50e56a99231c4636ba103d74,2173065,abcat0701002,batman,2011-09-15 19:35:36.249,2011-09-15 19:33:33.299
5b3x29s08an429h57howd1i960hvruv21q13ws0s,9540473,abcat0701002,NBA 2K10 Anniversary Edition,2011-08-26 09:28:04.724,2011-08-26 09:28:19.909
7fab11777e872aacbf50a6a9169566af516889c4,9854804,abcat0701002,Gears,2011-09-11 04:03:58.392,2011-09-11 04:02:54.795
b7322d1c51d98e2b541a909643f152869718c5bb,2704058,abcat0701002,FIFA 12,2011-09-26 21:05:24.522,2011-09-26 21:04:33.789
4183b9f144d692444795f92efc8e19f2408ad107,9902347,abcat0701002,F 1 2011 ps3 x-box,2011-09-16 10:36:09.092,2011-09-16 10:35:37.182
ee1b2ba9f4a285191884b1ff865cbce0ae8af568,2107458,abcat0701002,Battlefield 3,2011-10-22 23:43:05.916,2011-10-22 23:42:59.698
be3d35b30d02623f3dfa548fef097f70d3cc11b3,1617038,abcat0701002,LaborDay_VideoGames_20110902,2011-09-03 11:53:12.986,2011-09-03 11:52:49.481
dd8e4c8f1fce258985cb9da7d99dc9c89d2c707b,9854804,abcat0701002,microsoft,2011-10-26 00:42:43.945,2011-10-26 00:39:40.048
0a8b3d853bd9016b09028aeb6cd7454ec1f0622b,2670133,abcat0701002,Modern warfare 3,2011-09-18 16:44:47.706,2011-09-18 16:42:53.833
3b5b2c0bb7b47e9c56f66a836c9f36140fe51494,3088387,abcat0701002,Ultimate marvel vs capcom,2011-08-31 05:26:05.495,2011-08-31 05:25:26.414
8541b14c6e1768333e47efe689abc221a3d4ba6b,2749041,abcat0701002,war hammer,2011-09-10 01:47:59.334,2011-09-10 01:47:27.93
6579d8124e79e628af2bf2bf3f5a6fcdc71155bf,2628429,abcat0701002,LaborDay_VideoGames_20110902,2011-09-03 20:00:47.488,2011-09-03 20:00:27.524
b4cee61e997281c9ac4ae5e4ecd6702ee93162f7,2670133,abcat0701002,call of duty mw3,2011-10-09 21:57:45.382,2011-10-09 21:57:28.023
f2e6130af24bd39c291a84df95d82a52149b616d,2704058,abcat0701002,fifa 12,2011-09-27 10:19:45.092,2011-09-27 10:18:10.707
510555a787fb51bcdadee0e78fb0b78f946875f7,8736601,abcat0701002,Guitar,2011-08-25 16:33:21.573,2011-08-25 16:33:14.299
c75eed442128d8982cef03639b4b36e24c8f7118,2897116,abcat0701002,Dance central 2,2011-10-26 09:59:18.172,2011-10-26 09:59:09.175
06f13e3e9b4adebf586530ab39a37491bfc91035,2633149,abcat0701002,rocksmith,2011-10-18 21:25:15.127,2011-10-18 21:25:00.717
527d7a2ecbca826b477add65c549c4c4b67f5d91,9927328,abcat0701002,batman asylum,2011-10-21 09:52:44.302,2011-10-21 09:51:14.401
c10207a998e01ea9c42a9238fabf0919db8f5781,2670133,abcat0701002,Mw3,2011-10-09 22:07:34.843,2011-10-09 22:02:51.818
3cb13c3cd1abd0908cd059d1c0912f0773aaaba3,9540428,abcat0701002,midnight club,2011-10-15 16:35:05.53,2011-10-15 16:33:36.495
7bc65b8778e35d44454c727bdc48474040fc5cfd,2107458,abcat0701002,Battlefield,2011-10-26 16:58:19.795,2011-10-26 16:57:56.012
abb896d10d435ddd35114d385af0d260b60d2b34,2541184,abcat0701002,Dead island,2011-09-19 12:42:00.623,2011-09-19 12:41:53.189
8af98f4bf8f0043869bb0ddf1232d3aa84977cd9,2173065,abcat0701002,Arkham city,2011-10-10 19:29:27.306,2011-10-10 19:29:04.817
34f938e8bc7a1fb95ad80e42d3b96ff60689b5ec,2613542,abcat0701002,assassins creed revelation,2011-10-15 17:02:17.247,2011-10-15 17:01:09.705
951de4df8407c94c87526529b788cabd2ef677a3,2856517,abcat0701002,halo,2011-09-05 13:50:41.124,2011-09-05 13:49:55.258
73997e76897ceb2765b2df7f77756e5ae910ab86,9276473,abcat0701002,modern warfare 2,2011-10-15 18:05:37.681,2011-10-15 18:05:14.549
bc74b5929f273a4df2efb1c216e84ae9be39c30d,2095189,abcat0701002,Skyrim,2011-10-25 00:27:50.873,2011-10-25 00:27:02.087
e5c34800445fef6ca4d81d9031bdcfd7cfc8a0a2,9902347,abcat0701002,Call of duty Black ops,2011-10-23 09:37:42.575,2011-10-23 09:35:12.933
67ebf3db49a672568c750318586c4b1bd21ef5ef,2107458,abcat0701002,battlefield 3,2011-10-25 10:34:54.342,2011-10-25 10:34:29.459
861cf10ef5d998e99022d7140e5f020b00dc5acb,2897116,abcat0701002,Dance central 2,2011-10-26 06:02:38.552,2011-10-26 06:02:34.023
a8e3a8145a50195875d97c1df03aafbfdedcc8f2,3046603,abcat0701002,Batman arkham city,2011-10-14 15:24:06.304,2011-10-14 15:23:37.724
8e9a51cfa6fe85fa4c9a49d74cddd1c14934157d,2977637,abcat0701002,nba 2k12,2011-10-04 15:07:55.056,2011-10-04 15:07:47.276
516b553e902def0f1ae4dd1ccea182586b6c733a,9865018,abcat0701002,Skate 3,2011-08-22 07:01:29.202,2011-08-22 07:00:06.049
00c02fe40b8e53b3ec0bf24340b8a86b80be6736,2670133,abcat0701002,psp go,2011-08-29 21:10:23.649,2011-08-29 21:09:32.708
35b5063a813b64d03f3fa369188da22eb6e3e242,2095189,abcat0701002,Elder scroll v,2011-09-28 08:09:08.073,2011-09-28 08:08:34.93
d81461ea5a73b9a4ae93aa810ac7d5b71c696c20,3021387,abcat0701002,Wwe raw 2012,2011-10-02 18:39:30.748,2011-10-02 18:37:19.172
9c1df71ac75335eeee18d05f5e470bdd3503e7c0,9902347,abcat0701002,Black ops,2011-10-17 16:22:04.274,2011-10-17 16:21:45.676
aa114d61ce5fd228e88abb93f05416dc8d8d3041,2078113,abcat0701002,xbox,2011-10-19 23:42:20.821,2011-10-19 23:41:53.158
c6cd730430fe4d919205d4b3692e3efacf81ad2b,1052221,abcat0701002,Marvel vs Capcom,2011-09-18 11:18:20.239,2011-09-18 11:17:20.965
y6ri9k8cj6s47a4efv7d25i66n79vboh8x12r9ih,9663261,abcat0701002,Mass Effect 2,2011-02-08 03:18:05.027,2011-02-08 04:18:33.363
659d0aa1b357dc8ba6465fdd25846229bd1be789,2945052,abcat0701002,modern warfare 3,2011-10-07 21:17:28.881,2011-10-07 21:16:05.77
87945dbb78f1adab521236983e756c34e2760dfe,1182175,abcat0701002,Battlefield 2,2011-09-24 16:13:23.255,2011-09-24 16:13:03.027
41d1a19c56a0743039279307dc0145d369a9627b,2467129,abcat0701002,gears of war,2011-09-18 15:06:45.692,2011-09-18 15:06:16.291
30e490778610b61d469a5c1d9ee8d4c8331af08d,2945052,abcat0701002,tv,2011-09-10 20:46:14.898,2011-09-10 20:44:52.2
f885891ddb3df3143274488436f24c3a82feb903,1011491,abcat0701002,fifa 11,2011-08-31 11:59:34.401,2011-08-31 11:59:07.95
c47dba7b9ef09718206be2e6a6812e9b0ec673bd,2319319,abcat0701002,Dungeon siege,2011-09-06 12:11:47.153,2011-09-06 12:11:33.56
7a8a0e8fa358c500684d0469df3aa335ca2704c2,2095189,abcat0701002,skyrim,2011-09-25 19:49:08.273,2011-09-25 19:48:18.505
4bc5690ba740fa79ab01cb5189f135d599285d78,2670133,abcat0701002,mw3,2011-10-04 23:22:59.187,2011-10-04 23:22:30.195
373312dbfac78b8f570abe5b306ea66ce3bd9439,9927328,abcat0701002,Batman,2011-10-15 21:05:51.627,2011-10-15 21:05:17.214
8ac1da5a09ad3b4deaabc30c2610125e07f9aafe,9854804,abcat0701002,gears of war 3,2011-08-13 19:29:27.259,2011-08-13 19:29:18.784
709abf0a165413cc173ff94842f4ff0bf3c88e84,2541184,abcat0701002,Dead island,2011-09-08 09:23:57.362,2011-09-08 09:23:32.676
0666f6ef2e5d7d9c73a530f89be25feb93ddf3f5,1617038,abcat0701002,bulletstorm,2011-09-28 06:04:11.458,2011-09-28 06:03:36.809
7dc9a2219b2dba00ef0d6b47c4e0e7d6d0e44001,1617038,abcat0701002,LaborDay_VideoGames_20110902,2011-09-04 11:35:27.573,2011-09-04 11:35:16.762
9d93a94471f5fa5d53196ccd78ba42e24be6bf49,2173065,abcat0701002,batman,2011-10-12 21:56:25.976,2011-10-12 21:56:09.823
67b2dd0de931810c50737f9bc191b5548fe1b748,2670133,abcat0701002,mw3,2011-09-15 16:33:16.295,2011-09-15 16:32:50.858
ac03e130c10f575537a05bf895071d0ecc3ba351,2633149,abcat0701002,rocksmith,2011-10-22 12:21:58.443,2011-10-22 12:21:29.612
da1fdaf66ebf07acb64780c56b83fcf9f8e76b23,2107458,abcat0701002,Battlefield 3,2011-10-25 13:24:52.769,2011-10-25 13:24:36.765
55a2d58b4095607024c5a294c599e4f7831616d1,2541184,abcat0701002,dead island,2011-09-12 12:30:59.735,2011-09-12 12:30:49.099
d5af88fbcebfbb0bf413e9470128d12b6230b26a,2823899,abcat0701002,kinnect,2011-09-04 21:04:33.788,2011-09-04 21:01:03.023
58927a4bd2a9f24cced387b2d30006f4f42b3440,3046603,abcat0701002,batman arkham city,2011-10-18 18:11:56.452,2011-10-18 18:11:25.791
e93a32791041e04795ff9d94cc51008fc6c85266,3559471,abcat0701002,Jurassic Park,2011-10-23 15:00:08.065,2011-10-23 14:59:45.392
b57019cff158907413a53932bb56e31e238d990a,2375195,abcat0701002,mlb,2011-09-12 13:23:01.175,2011-09-12 13:21:24.963
ad29b9674ff2eb36f3394f3177ee77da5067f385,3046603,abcat0701002,2K12,2011-10-12 09:55:14.461,2011-10-12 09:53:54.135
521c9822b81e30e2793a496748d144810f4560ba,2953607,abcat0701002,forza 4,2011-10-21 18:17:43.051,2011-10-21 18:15:29.133
4710d5406eb9ebf142d2fee95c291dc80ea8260f,2467183,abcat0701002,gears of war 3,2011-09-22 18:44:51.249,2011-09-22 18:44:31.195
45088cfeba23b1654b3d7f0100b8c6fb281d1f53,8709203,abcat0701002,Bleach Soul Resurreccion,2011-10-10 22:25:15.371,2011-10-10 22:24:46.126
b494036882e2354bd29ee13e9ddfe9b098bb23dd,2953607,abcat0701002,Forza,2011-10-11 12:44:32.82,2011-10-11 12:44:08.026
ab2f94e670156c825a4ee9551104285200041fbd,2173065,abcat0701002,batman,2011-10-10 20:16:45.673,2011-10-10 20:15:59.825
af3c399e863c2516d416606efd1661a91807efa7,1154546,abcat0701002,Force unleashed,2011-09-03 23:47:02.825,2011-09-03 23:45:18.598
7b660c49a8882a25d05959dff728073552d1d148,1685052,abcat0701002,Dragon age,2011-08-29 18:33:29.33,2011-08-29 18:33:10.847
54ea2c2fb82fe0447279455c138987caa9e8fdbd,2541184,abcat0701002,Dead island,2011-09-02 15:38:26.382,2011-09-02 15:38:16.164
6c551f9e0b16f20c4967fcfbd0374fba503c36b2,2467129,abcat0701002,Gears of war 3,2011-09-26 15:41:57.424,2011-09-26 15:41:01.022
c480adc6884fbd5934825b91367ebddf9ab26173,3046603,abcat0701002,Batman arkHam city,2011-10-17 20:51:28.219,2011-10-17 20:50:15.673
5a447066e461e069ad8cc0b85c61bfc2e929cb6c,2703101,abcat0701002,ColumbusDay_Fitness_20111009,2011-10-09 09:52:42.274,2011-10-09 09:48:25.463
5af4551dc77111d7f0e66f1aef6f087ab4695ba2,9189415,abcat0701002,high school musical,2011-09-01 23:23:10.997,2011-09-01 23:23:00.756
86dca07c9b9b13ae3f8c8827d684595ca9d83186,9511432,abcat0701002,Left 4 dead 2,2011-09-25 10:36:47.657,2011-09-25 10:36:39.552
82b2e24dcd8f999b36f9a50460d4a4faeef357a0,2173065,abcat0701002,Batman,2011-10-11 18:58:28.886,2011-10-11 18:57:38.091
d189611785f5ff85f539f630a507f964f73553b8,2953607,abcat0701002,dirt 3,2011-09-07 11:05:41.118,2011-09-07 11:04:39.284
16d29adfb5871bbfb95b3e48b740a1c49b54b864,2078113,abcat0701002,Forza motorsport 4,2011-10-14 04:47:45.653,2011-10-14 04:47:34.971
846f4619caf31bce29a0b08d2d9e4e55a6ced92c,2613542,abcat0701002,Revelations,2011-09-21 16:17:14.813,2011-09-21 16:16:58.401
2bfa02600938d178192aee065bd561ef6d67347f,2670133,abcat0701002,Call of duty,2011-10-23 18:29:08.516,2011-10-23 18:26:10.103
